4.410000000000000000e+02	3.552655108732427180e+00
4.420000000000000000e+02	3.792058766406792181e+00
4.430000000000000000e+02	4.046501687438604833e+00
4.440000000000000000e+02	4.316850897639763041e+00
4.450000000000000000e+02	4.604018152027705924e+00
4.460000000000000000e+02	4.908961905173631735e+00
4.470000000000000000e+02	5.232689347737815133e+00
4.480000000000000000e+02	5.576258510185130746e+00
4.490000000000000000e+02	5.940780434608618599e+00
4.500000000000000000e+02	6.327421415517316738e+00
4.510000000000000000e+02	6.737405310366102462e+00
4.520000000000000000e+02	7.172015920520415477e+00
4.530000000000000000e+02	7.632599443256040672e+00
4.540000000000000000e+02	8.120566995294854706e+00
4.550000000000000000e+02	8.637397208270021665e+00
4.560000000000000000e+02	9.184638896399079044e+00
4.570000000000000000e+02	9.763913796520604649e+00
4.580000000000000000e+02	1.037691938051860951e+01
4.590000000000000000e+02	1.102543174001944415e+01
4.600000000000000000e+02	1.171130854309756053e+01
4.610000000000000000e+02	1.243649206256988649e+01
4.620000000000000000e+02	1.320301227529200716e+01
4.630000000000000000e+02	1.401299003169526358e+01
4.640000000000000000e+02	1.486864029461905012e+01
4.650000000000000000e+02	1.577227544629945832e+01
4.660000000000000000e+02	1.672630866217272327e+01
4.670000000000000000e+02	1.773325734993924030e+01
4.680000000000000000e+02	1.879574665211280049e+01
4.690000000000000000e+02	1.991651301004772989e+01
4.700000000000000000e+02	2.109840778719635068e+01
4.710000000000000000e+02	2.234440094909876962e+01
4.720000000000000000e+02	2.365758479734664022e+01
4.730000000000000000e+02	2.504117775449477179e+01
4.740000000000000000e+02	2.649852819661483849e+01
4.750000000000000000e+02	2.803311832989875896e+01
4.760000000000000000e+02	2.964856810742274007e+01
4.770000000000000000e+02	3.134863918187857124e+01
4.780000000000000000e+02	3.313723888976409171e+01
4.790000000000000000e+02	3.501842426220475346e+01
4.800000000000000000e+02	3.699640605724798803e+01
4.810000000000000000e+02	3.907555280813534182e+01
4.820000000000000000e+02	4.126039488171418412e+01
4.830000000000000000e+02	4.355562854079955315e+01
4.840000000000000000e+02	4.596612000394173947e+01
4.850000000000000000e+02	4.849690949569208698e+01
4.860000000000000000e+02	5.115321528009353358e+01
4.870000000000000000e+02	5.394043766975292442e+01
4.880000000000000000e+02	5.686416300248744449e+01
4.890000000000000000e+02	5.993016757731250976e+01
4.900000000000000000e+02	6.314442154279680608e+01
4.910000000000000000e+02	6.651309274647165637e+01
4.920000000000000000e+02	7.004255069242026366e+01
4.930000000000000000e+02	7.373937181483951520e+01
4.940000000000000000e+02	7.761035441702527748e+01
4.950000000000000000e+02	8.166259380426794223e+01
4.960000000000000000e+02	8.590388563333758043e+01
4.970000000000000000e+02	9.034469818682377706e+01
4.980000000000000000e+02	9.500669138055791052e+01
4.990000000000000000e+02	9.995491689819830583e+01
5.000000000000000000e+02	1.054035043890311556e+02
5.010000000000000000e+02	1.120137626161541107e+02
5.020000000000000000e+02	1.216050822978640724e+02
5.030000000000000000e+02	1.385472491541259501e+02
5.040000000000000000e+02	1.718639529915705282e+02
5.050000000000000000e+02	2.372449975490629868e+02
5.060000000000000000e+02	3.567783401928734293e+02
5.070000000000000000e+02	5.532944446251217414e+02
5.080000000000000000e+02	8.377501394677194639e+02
5.090000000000000000e+02	1.193256882949222700e+03
5.100000000000000000e+02	1.565752389941717183e+03
5.110000000000000000e+02	1.872578577515102324e+03
5.120000000000000000e+02	2.031388598368702333e+03
5.130000000000000000e+02	1.996622434878645890e+03
5.140000000000000000e+02	1.781743442589116967e+03
5.150000000000000000e+02	1.452548538094892592e+03
5.160000000000000000e+02	1.096053195473776668e+03
5.170000000000000000e+02	7.848751582380659784e+02
5.180000000000000000e+02	5.565903760555046347e+02
5.190000000000000000e+02	4.140707588751824915e+02
5.200000000000000000e+02	3.392416771150381010e+02
5.210000000000000000e+02	3.084705556955944417e+02
5.220000000000000000e+02	3.021902483051169384e+02
5.230000000000000000e+02	3.078263485742065200e+02
5.240000000000000000e+02	3.187051873019794357e+02
5.250000000000000000e+02	3.318207138039592223e+02
5.260000000000000000e+02	3.460096548286125540e+02
5.270000000000000000e+02	3.608862439291605710e+02
5.280000000000000000e+02	3.763457503044971872e+02
5.290000000000000000e+02	3.923715649970581580e+02
5.300000000000000000e+02	4.089713002990471864e+02
5.310000000000000000e+02	4.261585041752649090e+02
5.320000000000000000e+02	4.439480964688284530e+02
5.330000000000000000e+02	4.623553640970184802e+02
5.340000000000000000e+02	4.813957588500090878e+02
5.350000000000000000e+02	5.010848531895321685e+02
5.360000000000000000e+02	5.214383229474268546e+02
5.370000000000000000e+02	5.424719335918572369e+02
5.380000000000000000e+02	5.642015264084959654e+02
5.390000000000000000e+02	5.866430040897263325e+02
5.400000000000000000e+02	6.098123156676844019e+02
5.410000000000000000e+02	6.337254407828543208e+02
5.420000000000000000e+02	6.583983732871225811e+02
5.430000000000000000e+02	6.838471041820514529e+02
5.440000000000000000e+02	7.100876038944916218e+02
5.450000000000000000e+02	7.371358038930206931e+02
