  440.0000	              137
  441.0000	              167
  442.0000	              138
  443.0000	              160
  444.0000	              151
  445.0000	              182
  446.0000	              176
  447.0000	              145
  448.0000	              176
  449.0000	              214
  450.0000	              226
  451.0000	              280
  452.0000	              299
  453.0000	              376
  454.0000	              338
  455.0000	              364
  456.0000	              326
  457.0000	              355
  458.0000	              354
  459.0000	              351
  460.0000	              373
  461.0000	              366
  462.0000	              385
  463.0000	              395
  464.0000	              352
  465.0000	              344
  466.0000	              353
  467.0000	              366
  468.0000	              388
  469.0000	              442
  470.0000	              474
  471.0000	              550
  472.0000	              608
  473.0000	              709
  474.0000	              856
  475.0000	              927
  476.0000	             1104
  477.0000	             1281
  478.0000	             1552
  479.0000	             1798
  480.0000	             2148
  481.0000	             2420
  482.0000	             2691
  483.0000	             3073
  484.0000	             3592
  485.0000	             4036
  486.0000	             4367
  487.0000	             5111
  488.0000	             5844
  489.0000	             6732
  490.0000	             7607
  491.0000	             8877
  492.0000	            10440
  493.0000	            11998
  494.0000	            14703
  495.0000	            17195
  496.0000	            20977
  497.0000	            25320
  498.0000	            31309
  499.0000	            38116
  500.0000	            47428
  501.0000	            59622
  502.0000	            74955
  503.0000	            95952
  504.0000	           123853
  505.0000	           160394
  506.0000	           209660
  507.0000	           272255
  508.0000	           344803
  509.0000	           419657
  510.0000	           487423
  511.0000	           520320
  512.0000	           512142
  513.0000	           455980
  514.0000	           369501
  515.0000	           282972
  516.0000	           207045
  517.0000	           156433
  518.0000	           116683
  519.0000	            87801
  520.0000	            68032
  521.0000	            53639
  522.0000	            42204
  523.0000	            34118
  524.0000	            27849
  525.0000	            22843
  526.0000	            18415
  527.0000	            15306
  528.0000	            12766
  529.0000	            10686
  530.0000	             9390
  531.0000	             8425
  532.0000	             7538
  533.0000	             6820
  534.0000	             6260
  535.0000	             5916
  536.0000	             5722
  537.0000	             5338
  538.0000	             5169
  539.0000	             5194
  540.0000	             4851
  541.0000	             4865
  542.0000	             4699
  543.0000	             4525
  544.0000	             4487
  545.0000	             4149
  546.0000	             3988
  547.0000	             3856
  548.0000	             3496
  549.0000	             3412
  550.0000	             3150
  551.0000	             2902
  552.0000	             2797
  553.0000	             2622
  554.0000	             2453
  555.0000	             2349
  556.0000	             2274
  557.0000	             2198
  558.0000	             2107
  559.0000	             2065
  560.0000	             1911
  561.0000	             1927
  562.0000	             1777
  563.0000	             1744
  564.0000	             1748
  565.0000	             1580
  566.0000	             1636
  567.0000	             1575
  568.0000	             1462
  569.0000	             1397
  570.0000	             1294
  571.0000	             1211
  572.0000	             1175
  573.0000	             1067
  574.0000	             1031
  575.0000	              942
  576.0000	              898
  577.0000	              803
  578.0000	              757
  579.0000	              708
  580.0000	              689
  581.0000	              651
  582.0000	              604
  583.0000	              584
  584.0000	              561
  585.0000	              655
  586.0000	              573
  587.0000	              563
  588.0000	              525
  589.0000	              549
  590.0000	              510
  591.0000	              471
  592.0000	              476
  593.0000	              485
  594.0000	              472
  595.0000	              492
  596.0000	              499
  597.0000	              470
  598.0000	              440
  599.0000	              443
  600.0000	              421
  601.0000	              480
  602.0000	              418
  603.0000	              467
  604.0000	              438
  605.0000	              461
  606.0000	              425
  607.0000	              457
  608.0000	              466
  609.0000	              432
  610.0000	              446
  611.0000	              379
  612.0000	              451
  613.0000	              421
  614.0000	              423
  615.0000	              406
  616.0000	              433
  617.0000	              485
  618.0000	              379
  619.0000	              408
  620.0000	              414
  621.0000	              428
  622.0000	              388
  623.0000	              388
  624.0000	              418
  625.0000	              405
  626.0000	              448
  627.0000	              460
  628.0000	              435
  629.0000	              415
  630.0000	              436
  631.0000	              430
  632.0000	              404
  633.0000	              386
  634.0000	              438
  635.0000	              446
  636.0000	              399
  637.0000	              435
  638.0000	              431
  639.0000	              444
  640.0000	              417
  641.0000	              420
  642.0000	              444
  643.0000	              404
  644.0000	              432
  645.0000	              398
  646.0000	              411
  647.0000	              405
  648.0000	              408
  649.0000	              383
  650.0000	              391
  651.0000	              402
  652.0000	              385
  653.0000	              357
  654.0000	              383
  655.0000	              366
  656.0000	              398
  657.0000	              336
  658.0000	              377
  659.0000	              407
  660.0000	              353
  661.0000	              378
  662.0000	              352
  663.0000	              348
  664.0000	              366
  665.0000	              400
  666.0000	              353
  667.0000	              347
  668.0000	              390
  669.0000	              344
  670.0000	              324
  671.0000	              338
  672.0000	              299
  673.0000	              335
  674.0000	              340
  675.0000	              296
  676.0000	              350
  677.0000	              315
  678.0000	              263
  679.0000	              318
  680.0000	              297
  681.0000	              319
  682.0000	              302
  683.0000	              282
  684.0000	              281
  685.0000	              290
  686.0000	              287
  687.0000	              271
  688.0000	              296
  689.0000	              270
  690.0000	              268
  691.0000	              287
  692.0000	              269
  693.0000	              269
  694.0000	              288
  695.0000	              266
  696.0000	              273
  697.0000	              281
  698.0000	              280
  699.0000	              273
  700.0000	              264
  701.0000	              268
  702.0000	              227
  703.0000	              233
  704.0000	              265
  705.0000	              239
  706.0000	              243
  707.0000	              228
  708.0000	              228
  709.0000	              250
  710.0000	              201
  711.0000	              218
  712.0000	              217
  713.0000	              202
  714.0000	              187
  715.0000	              202
  716.0000	              227
  717.0000	              192
  718.0000	              203
  719.0000	              161
  720.0000	              207
  721.0000	              168
  722.0000	              155
  723.0000	              168
  724.0000	              152
  725.0000	              167
  726.0000	              165
  727.0000	              155
  728.0000	              139
  729.0000	              140
  730.0000	              162
  731.0000	              146
  732.0000	              142
  733.0000	              139
  734.0000	              164
  735.0000	              141
  736.0000	              125
  737.0000	              153
  738.0000	              111
  739.0000	              150
  740.0000	              130
  741.0000	              118
  742.0000	              113
  743.0000	              117
  744.0000	              114
  745.0000	              102
  746.0000	              126
  747.0000	              110
  748.0000	               93
  749.0000	              113
  750.0000	               78
  751.0000	               96
  752.0000	               96
  753.0000	              101
  754.0000	              103
  755.0000	               91
  756.0000	              103
  757.0000	               92
  758.0000	               88
  759.0000	              102
  760.0000	               97
  761.0000	              103
  762.0000	               90
  763.0000	               97
  764.0000	               99
  765.0000	               84
  766.0000	               91
  767.0000	               77
  768.0000	               94
  769.0000	               67
  770.0000	               74
  771.0000	               81
  772.0000	               81
  773.0000	               60
  774.0000	               53
  775.0000	               76
  776.0000	               84
  777.0000	               76
