Temperature(C)	Doping(%)	Time	Wavelength	Intensity
25	5	10m	686.0000	653
25	5	10m	687.0000	540
25	5	10m	688.0000	620
25	5	10m	689.0000	560
25	5	10m	690.0000	619
25	5	10m	691.0000	543
25	5	10m	692.0000	628
25	5	10m	693.0000	580
25	5	10m	694.0000	550
25	5	10m	695.0000	577
25	5	10m	696.0000	478
25	5	10m	697.0000	477
25	5	10m	698.0000	499
25	5	10m	699.0000	535
25	5	10m	700.0000	490
25	5	10m	701.0000	516
25	5	10m	702.0000	585
25	5	10m	703.0000	476
25	5	10m	704.0000	417
25	5	10m	705.0000	397
25	5	10m	706.0000	490
25	5	10m	707.0000	411
25	5	10m	708.0000	518
25	5	10m	709.0000	448
25	5	10m	710.0000	431
25	5	10m	711.0000	353
25	5	10m	712.0000	402
25	5	10m	713.0000	399
25	5	10m	714.0000	359
25	5	10m	715.0000	423
25	5	10m	716.0000	372
25	5	10m	717.0000	373
25	5	10m	718.0000	359
25	5	10m	719.0000	313
25	5	10m	720.0000	307
25	5	10m	721.0000	300
25	5	10m	722.0000	279
25	5	10m	723.0000	285
25	5	10m	724.0000	268
25	5	10m	725.0000	239
25	5	10m	726.0000	300
25	5	10m	727.0000	258
25	5	10m	728.0000	265
25	5	10m	729.0000	282
25	5	10m	730.0000	286
25	5	10m	731.0000	283
25	5	10m	732.0000	200
25	5	10m	733.0000	223
25	5	10m	734.0000	189
25	5	10m	735.0000	235
25	5	10m	736.0000	213
25	5	10m	737.0000	236
25	5	10m	738.0000	203
25	5	10m	739.0000	212
25	5	10m	740.0000	210
25	5	10m	741.0000	143
25	5	10m	742.0000	201
25	5	10m	743.0000	189
25	5	10m	744.0000	206
25	5	10m	745.0000	171
25	5	10m	746.0000	121
25	5	10m	747.0000	143
25	5	10m	748.0000	180
25	5	10m	749.0000	167
25	5	10m	750.0000	123
25	5	10m	751.0000	194
25	5	10m	752.0000	108
25	5	10m	753.0000	144
25	5	10m	754.0000	133
25	5	10m	755.0000	128
25	5	10m	756.0000	163
25	5	10m	757.0000	139
25	5	10m	758.0000	127
25	5	10m	759.0000	149
25	5	10m	760.0000	133
25	5	10m	761.0000	97
25	5	10m	762.0000	135
25	5	10m	763.0000	129
25	5	10m	764.0000	139
25	5	10m	765.0000	125
25	5	10m	766.0000	108
25	5	10m	767.0000	105
25	5	10m	768.0000	82
25	5	10m	769.0000	105
25	5	10m	770.0000	97
25	5	10m	771.0000	96
25	5	10m	772.0000	115
25	5	10m	773.0000	91
25	5	10m	774.0000	73
25	5	10m	775.0000	116
25	5	10m	776.0000	113
25	5	10m	777.0000	80
25	5	10m	778.0000	97
25	5	10m	779.0000	66
25	5	10m	780.0000	100
25	5	10m	781.0000	122
25	5	10m	782.0000	108
25	5	10m	783.0000	91
25	5	10m	784.0000	77
25	5	10m	785.0000	95
25	5	10m	786.0000	71
25	5	10m	787.0000	66
25	5	10m	788.0000	64
25	5	10m	789.0000	103
25	5	10m	790.0000	81
25	5	10m	791.0000	83
25	5	10m	792.0000	116
25	5	10m	793.0000	88
25	5	10m	794.0000	77
25	5	10m	795.0000	67
25	5	10m	796.0000	68
25	5	10m	797.0000	53
25	5	10m	798.0000	48
25	5	10m	799.0000	66
25	5	10m	800.0000	69
50	3	10m	440.0000	132
50	3	10m	441.0000	87
50	3	10m	442.0000	68
50	3	10m	443.0000	98
50	3	10m	444.0000	99
50	3	10m	445.0000	105
50	3	10m	446.0000	81
50	3	10m	447.0000	108
50	3	10m	448.0000	130
50	3	10m	449.0000	96
50	3	10m	450.0000	141
50	3	10m	451.0000	150
50	3	10m	452.0000	147
50	3	10m	453.0000	177
50	3	10m	454.0000	187
50	3	10m	455.0000	141
50	3	10m	456.0000	132
50	3	10m	457.0000	159
50	3	10m	458.0000	232
50	3	10m	459.0000	215
50	3	10m	460.0000	286
50	3	10m	461.0000	294
50	3	10m	462.0000	337
50	3	10m	463.0000	309
50	3	10m	464.0000	294
50	3	10m	465.0000	213
50	3	10m	466.0000	212
50	3	10m	467.0000	193
50	3	10m	468.0000	253
50	3	10m	469.0000	211
50	3	10m	470.0000	223
50	3	10m	471.0000	231
50	3	10m	472.0000	186
50	3	10m	473.0000	253
50	3	10m	474.0000	284
50	3	10m	475.0000	325
50	3	10m	476.0000	443
50	3	10m	477.0000	446
50	3	10m	478.0000	379
50	3	10m	479.0000	585
50	3	10m	480.0000	671
50	3	10m	481.0000	717
50	3	10m	482.0000	812
50	3	10m	483.0000	1022
50	3	10m	484.0000	1153
50	3	10m	485.0000	1206
50	3	10m	486.0000	1385
50	3	10m	487.0000	1631
50	3	10m	488.0000	1979
50	3	10m	489.0000	2004
50	3	10m	490.0000	2469
50	3	10m	491.0000	2731
50	3	10m	492.0000	3230
50	3	10m	493.0000	3764
50	3	10m	494.0000	4542
50	3	10m	495.0000	5101
50	3	10m	496.0000	6860
50	3	10m	497.0000	8027
50	3	10m	498.0000	10223
50	3	10m	499.0000	13197
50	3	10m	500.0000	17339
50	3	10m	501.0000	23239
50	3	10m	502.0000	30412
50	3	10m	503.0000	41031
50	3	10m	504.0000	53968
50	3	10m	505.0000	70626
50	3	10m	506.0000	92148
50	3	10m	507.0000	110635
50	3	10m	508.0000	129994
50	3	10m	509.0000	141210
50	3	10m	510.0000	140897
50	3	10m	511.0000	126552
50	3	10m	512.0000	102968
50	3	10m	513.0000	80049
50	3	10m	514.0000	59755
50	3	10m	515.0000	43178
50	3	10m	516.0000	32403
50	3	10m	517.0000	24639
50	3	10m	518.0000	18741
50	3	10m	519.0000	14212
50	3	10m	520.0000	11816
50	3	10m	521.0000	9020
50	3	10m	522.0000	7182
50	3	10m	523.0000	5881
50	3	10m	524.0000	5058
50	3	10m	525.0000	3723
50	3	10m	526.0000	3304
50	3	10m	527.0000	2834
50	3	10m	528.0000	2365
50	3	10m	529.0000	1946
50	3	10m	530.0000	1844
50	3	10m	531.0000	1625
50	3	10m	532.0000	1555
50	3	10m	533.0000	1389
50	3	10m	534.0000	1323
50	3	10m	535.0000	1276
50	3	10m	536.0000	1208
50	3	10m	537.0000	1392
50	3	10m	538.0000	1355
50	3	10m	539.0000	1313
50	3	10m	540.0000	1291
50	3	10m	541.0000	1244
50	3	10m	542.0000	1192
50	3	10m	543.0000	1230
50	3	10m	544.0000	1290
50	3	10m	545.0000	1168
50	3	10m	546.0000	1051
50	3	10m	547.0000	1263
50	3	10m	548.0000	1067
50	3	10m	549.0000	1144
50	3	10m	550.0000	1060
50	3	10m	551.0000	1143
50	3	10m	552.0000	1054
50	3	10m	553.0000	1102
50	3	10m	554.0000	1005
50	3	10m	555.0000	1011
50	3	10m	556.0000	1103
50	3	10m	557.0000	1150
50	3	10m	558.0000	1175
50	3	10m	559.0000	1171
50	3	10m	560.0000	1173
50	3	10m	561.0000	1062
50	3	10m	562.0000	1228
50	3	10m	563.0000	1124
50	3	10m	564.0000	1194
50	3	10m	565.0000	1187
50	3	10m	566.0000	1170
50	3	10m	567.0000	1054
50	3	10m	568.0000	1260
50	3	10m	569.0000	1179
50	3	10m	570.0000	1307
50	3	10m	571.0000	1336
50	3	10m	572.0000	1363
50	3	10m	573.0000	1391
50	3	10m	574.0000	1281
50	3	10m	575.0000	1283
50	3	10m	576.0000	1472
50	3	10m	577.0000	1461
50	3	10m	578.0000	1389
50	3	10m	579.0000	1542
50	3	10m	580.0000	1445
50	3	10m	581.0000	1612
50	3	10m	582.0000	1620
50	3	10m	583.0000	1475
50	3	10m	584.0000	1520
50	3	10m	585.0000	1607
50	3	10m	586.0000	1470
50	3	10m	587.0000	1648
50	3	10m	588.0000	1783
50	3	10m	589.0000	1713
50	3	10m	590.0000	1671
50	3	10m	591.0000	1732
50	3	10m	592.0000	1943
50	3	10m	593.0000	1712
50	3	10m	594.0000	1863
50	3	10m	595.0000	1790
50	3	10m	596.0000	1923
50	3	10m	597.0000	1870
50	3	10m	598.0000	1934
50	3	10m	599.0000	1967
50	3	10m	600.0000	2009
50	3	10m	601.0000	1923
50	3	10m	602.0000	1916
50	3	10m	603.0000	1945
50	3	10m	604.0000	1893
50	3	10m	605.0000	2111
50	3	10m	606.0000	1834
50	3	10m	607.0000	1935
50	3	10m	608.0000	2159
50	3	10m	609.0000	2090
50	3	10m	610.0000	2170
50	3	10m	611.0000	2079
50	3	10m	612.0000	2048
50	3	10m	613.0000	2138
50	3	10m	614.0000	2138
50	3	10m	615.0000	2049
50	3	10m	616.0000	1985
50	3	10m	617.0000	2190
50	3	10m	618.0000	2004
50	3	10m	619.0000	2261
50	3	10m	620.0000	2211
50	3	10m	621.0000	2171
50	3	10m	622.0000	2160
50	3	10m	623.0000	2134
50	3	10m	624.0000	2192
50	3	10m	625.0000	2271
50	3	10m	626.0000	2161
50	3	10m	627.0000	2025
50	3	10m	628.0000	2112
50	3	10m	629.0000	2156
50	3	10m	630.0000	2299
50	3	10m	631.0000	1919
50	3	10m	632.0000	2144
50	3	10m	633.0000	2136
50	3	10m	634.0000	2029
50	3	10m	635.0000	1962
50	3	10m	636.0000	1928
50	3	10m	637.0000	2065
50	3	10m	638.0000	1949
50	3	10m	639.0000	2020
50	3	10m	640.0000	1992
50	3	10m	641.0000	1952
50	3	10m	642.0000	1838
50	3	10m	643.0000	1923
50	3	10m	644.0000	1903
50	3	10m	645.0000	1930
50	3	10m	646.0000	1997
50	3	10m	647.0000	1785
50	3	10m	648.0000	1872
50	3	10m	649.0000	1784
50	3	10m	650.0000	1819
50	3	10m	651.0000	1835
50	3	10m	652.0000	1752
50	3	10m	653.0000	1644
50	3	10m	654.0000	1704
50	3	10m	655.0000	1601
50	3	10m	656.0000	1570
50	3	10m	657.0000	1721
50	3	10m	658.0000	1674
50	3	10m	659.0000	1535
50	3	10m	660.0000	1657
50	3	10m	661.0000	1598
50	3	10m	662.0000	1566
50	3	10m	663.0000	1427
50	3	10m	664.0000	1487
50	3	10m	665.0000	1512
50	3	10m	666.0000	1493
50	3	10m	667.0000	1446
50	3	10m	668.0000	1478
50	3	10m	669.0000	1349
50	3	10m	670.0000	1237
50	3	10m	671.0000	1263
50	3	10m	672.0000	1259
50	3	10m	673.0000	1301
50	3	10m	674.0000	1251
50	3	10m	675.0000	1343
50	3	10m	676.0000	1099
50	3	10m	677.0000	1125
50	3	10m	678.0000	1141
50	3	10m	679.0000	1067
50	3	10m	680.0000	1183
50	3	10m	681.0000	1028
50	3	10m	682.0000	1100
50	3	10m	683.0000	1053
50	3	10m	684.0000	992
50	3	10m	685.0000	938
50	3	10m	686.0000	948
50	3	10m	687.0000	987
50	3	10m	688.0000	956
50	3	10m	689.0000	873
50	3	10m	690.0000	915
50	3	10m	691.0000	908
50	3	10m	692.0000	935
50	3	10m	693.0000	921
50	3	10m	694.0000	904
50	3	10m	695.0000	855
50	3	10m	696.0000	924
50	3	10m	697.0000	816
50	3	10m	698.0000	889
50	3	10m	699.0000	838
50	3	10m	700.0000	797
50	3	10m	701.0000	823
50	3	10m	702.0000	792
50	3	10m	703.0000	751
50	3	10m	704.0000	734
50	3	10m	705.0000	690
50	3	10m	706.0000	696
50	3	10m	707.0000	732
50	3	10m	708.0000	736
50	3	10m	709.0000	765
50	3	10m	710.0000	661
50	3	10m	711.0000	660
50	3	10m	712.0000	591
50	3	10m	713.0000	576
50	3	10m	714.0000	610
50	3	10m	715.0000	531
50	3	10m	716.0000	561
50	3	10m	717.0000	557
50	3	10m	718.0000	482
50	3	10m	719.0000	479
50	3	10m	720.0000	462
50	3	10m	721.0000	452
50	3	10m	722.0000	497
50	3	10m	723.0000	501
50	3	10m	724.0000	378
50	3	10m	725.0000	478
50	3	10m	726.0000	438
50	3	10m	727.0000	375
50	3	10m	728.0000	401
50	3	10m	729.0000	366
50	3	10m	730.0000	382
50	3	10m	731.0000	339
50	3	10m	732.0000	337
50	3	10m	733.0000	414
50	3	10m	734.0000	327
50	3	10m	735.0000	320
50	3	10m	736.0000	325
50	3	10m	737.0000	338
50	3	10m	738.0000	352
50	3	10m	739.0000	311
50	3	10m	740.0000	279
50	3	10m	741.0000	212
50	3	10m	742.0000	259
50	3	10m	743.0000	267
50	3	10m	744.0000	271
50	3	10m	745.0000	251
50	3	10m	746.0000	250
50	3	10m	747.0000	253
50	3	10m	748.0000	229
50	3	10m	749.0000	195
50	3	10m	750.0000	239
50	3	10m	751.0000	208
50	3	10m	752.0000	180
50	3	10m	753.0000	236
50	3	10m	754.0000	203
50	3	10m	755.0000	170
50	3	10m	756.0000	238
50	3	10m	757.0000	200
50	3	10m	758.0000	174
50	3	10m	759.0000	183
50	3	10m	760.0000	152
50	3	10m	761.0000	222
50	3	10m	762.0000	198
50	3	10m	763.0000	142
50	3	10m	764.0000	159
50	3	10m	765.0000	162
50	3	10m	766.0000	131
50	3	10m	767.0000	144
50	3	10m	768.0000	174
50	3	10m	769.0000	123
50	3	10m	770.0000	126
50	3	10m	771.0000	144
50	3	10m	772.0000	159
50	3	10m	773.0000	108
50	3	10m	774.0000	140
50	3	10m	775.0000	109
50	3	10m	776.0000	105
50	3	10m	777.0000	153
50	3	10m	778.0000	113
50	3	10m	779.0000	130
50	3	10m	780.0000	132
50	3	10m	781.0000	108
50	3	10m	782.0000	90
50	3	10m	783.0000	119
50	3	10m	784.0000	117
50	3	10m	785.0000	121
50	3	10m	786.0000	64
50	3	10m	787.0000	109
50	3	10m	788.0000	78
50	3	10m	789.0000	78
50	3	10m	790.0000	111
50	3	10m	791.0000	60
50	3	10m	792.0000	111
50	3	10m	793.0000	149
50	3	10m	794.0000	93
50	3	10m	795.0000	89
50	3	10m	796.0000	120
50	3	10m	797.0000	87
50	3	10m	798.0000	99
50	3	10m	799.0000	60
50	3	10m	800.0000	90
0	3	10m	440.0000	78
0	3	10m	441.0000	88
0	3	10m	442.0000	110
0	3	10m	443.0000	54
0	3	10m	444.0000	90
0	3	10m	445.0000	69
0	3	10m	446.0000	66
0	3	10m	447.0000	102
0	3	10m	448.0000	75
0	3	10m	449.0000	87
0	3	10m	450.0000	96
0	3	10m	451.0000	103
0	3	10m	452.0000	135
0	3	10m	453.0000	164
0	3	10m	454.0000	114
0	3	10m	455.0000	148
0	3	10m	456.0000	185
0	3	10m	457.0000	213
0	3	10m	458.0000	264
0	3	10m	459.0000	318
0	3	10m	460.0000	346
0	3	10m	461.0000	471
0	3	10m	462.0000	374
0	3	10m	463.0000	403
0	3	10m	464.0000	326
0	3	10m	465.0000	281
0	3	10m	466.0000	198
0	3	10m	467.0000	198
0	3	10m	468.0000	225
0	3	10m	469.0000	146
0	3	10m	470.0000	201
0	3	10m	471.0000	213
0	3	10m	472.0000	196
0	3	10m	473.0000	237
0	3	10m	474.0000	229
0	3	10m	475.0000	255
0	3	10m	476.0000	311
0	3	10m	477.0000	391
0	3	10m	478.0000	421
0	3	10m	479.0000	424
0	3	10m	480.0000	495
0	3	10m	481.0000	531
0	3	10m	482.0000	770
0	3	10m	483.0000	712
0	3	10m	484.0000	781
0	3	10m	485.0000	890
0	3	10m	486.0000	1078
0	3	10m	487.0000	1111
0	3	10m	488.0000	1267
0	3	10m	489.0000	1535
0	3	10m	490.0000	1786
0	3	10m	491.0000	1895
0	3	10m	492.0000	2555
0	3	10m	493.0000	2727
0	3	10m	494.0000	3300
0	3	10m	495.0000	3942
0	3	10m	496.0000	5049
0	3	10m	497.0000	6062
0	3	10m	498.0000	7785
0	3	10m	499.0000	9682
0	3	10m	500.0000	13015
0	3	10m	501.0000	17542
0	3	10m	502.0000	22829
0	3	10m	503.0000	30724
0	3	10m	504.0000	41195
0	3	10m	505.0000	53428
0	3	10m	506.0000	69061
0	3	10m	507.0000	84933
0	3	10m	508.0000	98493
0	3	10m	509.0000	106015
0	3	10m	510.0000	103109
0	3	10m	511.0000	91352
0	3	10m	512.0000	74964
0	3	10m	513.0000	57181
0	3	10m	514.0000	42219
0	3	10m	515.0000	31504
0	3	10m	516.0000	23438
0	3	10m	517.0000	17660
0	3	10m	518.0000	13197
0	3	10m	519.0000	10779
0	3	10m	520.0000	8196
0	3	10m	521.0000	6343
0	3	10m	522.0000	5370
0	3	10m	523.0000	4323
0	3	10m	524.0000	3317
0	3	10m	525.0000	3043
0	3	10m	526.0000	2385
0	3	10m	527.0000	2072
0	3	10m	528.0000	1599
0	3	10m	529.0000	1676
0	3	10m	530.0000	1408
0	3	10m	531.0000	1357
0	3	10m	532.0000	1124
0	3	10m	533.0000	1212
0	3	10m	534.0000	1157
0	3	10m	535.0000	1026
0	3	10m	536.0000	1074
0	3	10m	537.0000	1134
0	3	10m	538.0000	985
0	3	10m	539.0000	925
0	3	10m	540.0000	1052
0	3	10m	541.0000	974
0	3	10m	542.0000	1072
0	3	10m	543.0000	1136
0	3	10m	544.0000	1187
0	3	10m	545.0000	1035
0	3	10m	546.0000	999
0	3	10m	547.0000	976
0	3	10m	548.0000	989
0	3	10m	549.0000	1021
0	3	10m	550.0000	1018
0	3	10m	551.0000	1005
0	3	10m	552.0000	996
0	3	10m	553.0000	1009
0	3	10m	554.0000	1009
0	3	10m	555.0000	1043
0	3	10m	556.0000	977
0	3	10m	557.0000	1033
0	3	10m	558.0000	1105
0	3	10m	559.0000	1150
0	3	10m	560.0000	1080
0	3	10m	561.0000	1177
0	3	10m	562.0000	1153
0	3	10m	563.0000	1112
0	3	10m	564.0000	1208
0	3	10m	565.0000	1246
0	3	10m	566.0000	1282
0	3	10m	567.0000	1340
0	3	10m	568.0000	1345
0	3	10m	569.0000	1302
0	3	10m	570.0000	1369
0	3	10m	571.0000	1391
0	3	10m	572.0000	1521
0	3	10m	573.0000	1501
0	3	10m	574.0000	1467
0	3	10m	575.0000	1518
0	3	10m	576.0000	1501
0	3	10m	577.0000	1418
0	3	10m	578.0000	1574
0	3	10m	579.0000	1519
0	3	10m	580.0000	1555
0	3	10m	581.0000	1616
0	3	10m	582.0000	1578
0	3	10m	583.0000	1792
0	3	10m	584.0000	1726
0	3	10m	585.0000	1798
0	3	10m	586.0000	1663
0	3	10m	587.0000	1748
0	3	10m	588.0000	1730
0	3	10m	589.0000	1838
0	3	10m	590.0000	1881
0	3	10m	591.0000	1770
0	3	10m	592.0000	1784
0	3	10m	593.0000	1838
0	3	10m	594.0000	1990
0	3	10m	595.0000	1936
0	3	10m	596.0000	1963
0	3	10m	597.0000	2195
0	3	10m	598.0000	2085
0	3	10m	599.0000	2046
0	3	10m	600.0000	1957
0	3	10m	601.0000	2129
0	3	10m	602.0000	2030
0	3	10m	603.0000	2105
0	3	10m	604.0000	2110
0	3	10m	605.0000	2177
0	3	10m	606.0000	2122
0	3	10m	607.0000	2047
0	3	10m	608.0000	2364
0	3	10m	609.0000	2156
0	3	10m	610.0000	2222
0	3	10m	611.0000	2161
0	3	10m	612.0000	2323
0	3	10m	613.0000	2296
0	3	10m	614.0000	2338
0	3	10m	615.0000	2160
0	3	10m	616.0000	2314
0	3	10m	617.0000	2249
0	3	10m	618.0000	2268
0	3	10m	619.0000	2296
0	3	10m	620.0000	2158
0	3	10m	621.0000	2173
0	3	10m	622.0000	2309
0	3	10m	623.0000	2130
0	3	10m	624.0000	2310
0	3	10m	625.0000	2273
0	3	10m	626.0000	2053
0	3	10m	627.0000	2198
0	3	10m	628.0000	2100
0	3	10m	629.0000	2217
0	3	10m	630.0000	2202
0	3	10m	631.0000	2196
0	3	10m	632.0000	2340
0	3	10m	633.0000	2110
0	3	10m	634.0000	2149
0	3	10m	635.0000	2228
0	3	10m	636.0000	1952
0	3	10m	637.0000	2003
0	3	10m	638.0000	2027
0	3	10m	639.0000	1979
0	3	10m	640.0000	2153
0	3	10m	641.0000	2008
0	3	10m	642.0000	2000
0	3	10m	643.0000	2008
0	3	10m	644.0000	1929
0	3	10m	645.0000	1903
0	3	10m	646.0000	1816
0	3	10m	647.0000	1930
0	3	10m	648.0000	1697
0	3	10m	649.0000	1797
0	3	10m	650.0000	1793
0	3	10m	651.0000	1843
0	3	10m	652.0000	1852
0	3	10m	653.0000	1718
0	3	10m	654.0000	1823
0	3	10m	655.0000	1579
0	3	10m	656.0000	1587
0	3	10m	657.0000	1698
0	3	10m	658.0000	1526
0	3	10m	659.0000	1597
0	3	10m	660.0000	1576
0	3	10m	661.0000	1617
0	3	10m	662.0000	1542
0	3	10m	663.0000	1485
0	3	10m	664.0000	1495
0	3	10m	665.0000	1509
0	3	10m	666.0000	1477
0	3	10m	667.0000	1315
0	3	10m	668.0000	1370
0	3	10m	669.0000	1342
0	3	10m	670.0000	1323
0	3	10m	671.0000	1321
0	3	10m	672.0000	1149
0	3	10m	673.0000	1215
0	3	10m	674.0000	1258
0	3	10m	675.0000	1131
0	3	10m	676.0000	1179
0	3	10m	677.0000	1203
0	3	10m	678.0000	1111
0	3	10m	679.0000	1105
0	3	10m	680.0000	1169
0	3	10m	681.0000	1139
0	3	10m	682.0000	1048
0	3	10m	683.0000	946
0	3	10m	684.0000	913
0	3	10m	685.0000	916
0	3	10m	686.0000	882
0	3	10m	687.0000	959
0	3	10m	688.0000	851
0	3	10m	689.0000	892
0	3	10m	690.0000	886
0	3	10m	691.0000	853
0	3	10m	692.0000	801
0	3	10m	693.0000	870
0	3	10m	694.0000	819
0	3	10m	695.0000	951
0	3	10m	696.0000	726
0	3	10m	697.0000	826
0	3	10m	698.0000	820
0	3	10m	699.0000	837
0	3	10m	700.0000	780
0	3	10m	701.0000	749
0	3	10m	702.0000	720
0	3	10m	703.0000	741
0	3	10m	704.0000	659
0	3	10m	705.0000	649
0	3	10m	706.0000	665
0	3	10m	707.0000	718
0	3	10m	708.0000	633
0	3	10m	709.0000	611
0	3	10m	710.0000	601
0	3	10m	711.0000	634
0	3	10m	712.0000	593
0	3	10m	713.0000	585
0	3	10m	714.0000	515
0	3	10m	715.0000	502
0	3	10m	716.0000	513
0	3	10m	717.0000	518
0	3	10m	718.0000	476
0	3	10m	719.0000	459
0	3	10m	720.0000	379
0	3	10m	721.0000	397
0	3	10m	722.0000	385
0	3	10m	723.0000	454
0	3	10m	724.0000	375
0	3	10m	725.0000	384
0	3	10m	726.0000	387
0	3	10m	727.0000	341
0	3	10m	728.0000	421
0	3	10m	729.0000	381
0	3	10m	730.0000	372
0	3	10m	731.0000	400
0	3	10m	732.0000	405
0	3	10m	733.0000	364
0	3	10m	734.0000	388
0	3	10m	735.0000	330
0	3	10m	736.0000	311
0	3	10m	737.0000	284
0	3	10m	738.0000	284
0	3	10m	739.0000	309
0	3	10m	740.0000	334
0	3	10m	741.0000	258
0	3	10m	742.0000	284
0	3	10m	743.0000	263
0	3	10m	744.0000	263
0	3	10m	745.0000	212
0	3	10m	746.0000	249
0	3	10m	747.0000	259
0	3	10m	748.0000	229
0	3	10m	749.0000	219
0	3	10m	750.0000	180
0	3	10m	751.0000	185
0	3	10m	752.0000	204
0	3	10m	753.0000	218
0	3	10m	754.0000	179
0	3	10m	755.0000	156
0	3	10m	756.0000	168
0	3	10m	757.0000	202
0	3	10m	758.0000	179
0	3	10m	759.0000	180
0	3	10m	760.0000	159
0	3	10m	761.0000	174
0	3	10m	762.0000	204
0	3	10m	763.0000	177
0	3	10m	764.0000	168
0	3	10m	765.0000	180
0	3	10m	766.0000	114
0	3	10m	767.0000	117
0	3	10m	768.0000	141
0	3	10m	769.0000	195
0	3	10m	770.0000	182
0	3	10m	771.0000	163
0	3	10m	772.0000	114
0	3	10m	773.0000	93
0	3	10m	774.0000	180
0	3	10m	775.0000	111
0	3	10m	776.0000	161
0	3	10m	777.0000	117
0	3	10m	778.0000	96
0	3	10m	779.0000	101
0	3	10m	780.0000	104
0	3	10m	781.0000	107
0	3	10m	782.0000	76
0	3	10m	783.0000	93
0	3	10m	784.0000	125
0	3	10m	785.0000	105
0	3	10m	786.0000	114
0	3	10m	787.0000	84
0	3	10m	788.0000	66
0	3	10m	789.0000	81
0	3	10m	790.0000	89
0	3	10m	791.0000	90
0	3	10m	792.0000	90
0	3	10m	793.0000	93
0	3	10m	794.0000	60
0	3	10m	795.0000	104
0	3	10m	796.0000	78
0	3	10m	797.0000	86
0	3	10m	798.0000	84
0	3	10m	799.0000	112
0	3	10m	800.0000	96
50	1	1h	440.0000	49
50	1	1h	441.0000	49
50	1	1h	442.0000	58
50	1	1h	443.0000	46
50	1	1h	444.0000	47
50	1	1h	445.0000	53
50	1	1h	446.0000	49
50	1	1h	447.0000	62
50	1	1h	448.0000	60
50	1	1h	449.0000	62
50	1	1h	450.0000	41
50	1	1h	451.0000	51
50	1	1h	452.0000	59
50	1	1h	453.0000	44
50	1	1h	454.0000	75
50	1	1h	455.0000	53
50	1	1h	456.0000	43
50	1	1h	457.0000	47
50	1	1h	458.0000	56
50	1	1h	459.0000	64
50	1	1h	460.0000	54
50	1	1h	461.0000	52
50	1	1h	462.0000	52
50	1	1h	463.0000	63
50	1	1h	464.0000	61
50	1	1h	465.0000	59
50	1	1h	466.0000	39
50	1	1h	467.0000	44
50	1	1h	468.0000	75
50	1	1h	469.0000	52
50	1	1h	470.0000	51
50	1	1h	471.0000	50
50	1	1h	472.0000	40
50	1	1h	473.0000	43
50	1	1h	474.0000	51
50	1	1h	475.0000	51
50	1	1h	476.0000	63
50	1	1h	477.0000	72
50	1	1h	478.0000	66
50	1	1h	479.0000	46
50	1	1h	480.0000	61
50	1	1h	481.0000	44
50	1	1h	482.0000	78
50	1	1h	483.0000	69
50	1	1h	484.0000	85
50	1	1h	485.0000	65
50	1	1h	486.0000	111
50	1	1h	487.0000	98
50	1	1h	488.0000	113
50	1	1h	489.0000	121
50	1	1h	490.0000	129
50	1	1h	491.0000	129
50	1	1h	492.0000	133
50	1	1h	493.0000	133
50	1	1h	494.0000	160
50	1	1h	495.0000	190
50	1	1h	496.0000	192
50	1	1h	497.0000	277
50	1	1h	498.0000	350
50	1	1h	499.0000	399
50	1	1h	500.0000	536
50	1	1h	501.0000	573
50	1	1h	502.0000	690
50	1	1h	503.0000	1081
50	1	1h	504.0000	1274
50	1	1h	505.0000	1830
50	1	1h	506.0000	2390
50	1	1h	507.0000	3174
50	1	1h	508.0000	3805
50	1	1h	509.0000	4835
50	1	1h	510.0000	5255
50	1	1h	511.0000	6560
50	1	1h	512.0000	5121
50	1	1h	513.0000	4241
50	1	1h	514.0000	3223
50	1	1h	515.0000	2322
50	1	1h	516.0000	1712
50	1	1h	517.0000	1235
50	1	1h	518.0000	940
50	1	1h	519.0000	680
50	1	1h	520.0000	566
50	1	1h	521.0000	449
50	1	1h	522.0000	421
50	1	1h	523.0000	334
50	1	1h	524.0000	287
50	1	1h	525.0000	205
50	1	1h	526.0000	188
50	1	1h	527.0000	201
50	1	1h	528.0000	138
50	1	1h	529.0000	127
50	1	1h	530.0000	163
50	1	1h	531.0000	109
50	1	1h	532.0000	86
50	1	1h	533.0000	99
50	1	1h	534.0000	99
50	1	1h	535.0000	99
50	1	1h	536.0000	93
50	1	1h	537.0000	131
50	1	1h	538.0000	138
50	1	1h	539.0000	124
50	1	1h	540.0000	102
50	1	1h	541.0000	97
50	1	1h	542.0000	115
50	1	1h	543.0000	133
50	1	1h	544.0000	157
50	1	1h	545.0000	107
50	1	1h	546.0000	122
50	1	1h	547.0000	123
50	1	1h	548.0000	130
50	1	1h	549.0000	113
50	1	1h	550.0000	126
50	1	1h	551.0000	116
50	1	1h	552.0000	96
50	1	1h	553.0000	113
50	1	1h	554.0000	122
50	1	1h	555.0000	116
50	1	1h	556.0000	131
50	1	1h	557.0000	141
50	1	1h	558.0000	138
50	1	1h	559.0000	138
50	1	1h	560.0000	101
50	1	1h	561.0000	104
50	1	1h	562.0000	118
50	1	1h	563.0000	155
50	1	1h	564.0000	154
50	1	1h	565.0000	154
50	1	1h	566.0000	157
50	1	1h	567.0000	146
50	1	1h	568.0000	169
50	1	1h	569.0000	139
50	1	1h	570.0000	157
50	1	1h	571.0000	141
