Temperature(C)	Doping(%)	Time	Wavelength	Intensity
25	10	10m	465.0000	93
25	10	10m	466.0000	102
25	10	10m	467.0000	104
25	10	10m	468.0000	63
25	10	10m	469.0000	78
25	10	10m	470.0000	78
25	10	10m	471.0000	89
25	10	10m	472.0000	69
25	10	10m	473.0000	63
25	10	10m	474.0000	122
25	10	10m	475.0000	99
25	10	10m	476.0000	90
25	10	10m	477.0000	96
25	10	10m	478.0000	120
25	10	10m	479.0000	167
25	10	10m	480.0000	176
25	10	10m	481.0000	192
25	10	10m	482.0000	216
25	10	10m	483.0000	230
25	10	10m	484.0000	199
25	10	10m	485.0000	299
25	10	10m	486.0000	324
25	10	10m	487.0000	369
25	10	10m	488.0000	359
25	10	10m	489.0000	398
25	10	10m	490.0000	537
25	10	10m	491.0000	552
25	10	10m	492.0000	669
25	10	10m	493.0000	746
25	10	10m	494.0000	783
25	10	10m	495.0000	983
25	10	10m	496.0000	1144
25	10	10m	497.0000	1396
25	10	10m	498.0000	1628
25	10	10m	499.0000	2372
25	10	10m	500.0000	2902
25	10	10m	501.0000	3949
25	10	10m	502.0000	4884
25	10	10m	503.0000	7109
25	10	10m	504.0000	9531
25	10	10m	505.0000	12411
25	10	10m	506.0000	16328
25	10	10m	507.0000	20262
25	10	10m	508.0000	23287
25	10	10m	509.0000	24946
25	10	10m	510.0000	24545
25	10	10m	511.0000	21574
25	10	10m	512.0000	16936
25	10	10m	513.0000	13382
25	10	10m	514.0000	9775
25	10	10m	515.0000	7294
25	10	10m	516.0000	5022
25	10	10m	517.0000	4026
25	10	10m	518.0000	3086
25	10	10m	519.0000	2489
25	10	10m	520.0000	2175
25	10	10m	521.0000	1424
25	10	10m	522.0000	1049
25	10	10m	523.0000	947
25	10	10m	524.0000	817
25	10	10m	525.0000	703
25	10	10m	526.0000	442
25	10	10m	527.0000	426
25	10	10m	528.0000	517
25	10	10m	529.0000	370
25	10	10m	530.0000	322
25	10	10m	531.0000	246
25	10	10m	532.0000	324
25	10	10m	533.0000	311
25	10	10m	534.0000	307
25	10	10m	535.0000	306
25	10	10m	536.0000	319
25	10	10m	537.0000	340
25	10	10m	538.0000	286
25	10	10m	539.0000	300
25	10	10m	540.0000	285
25	10	10m	541.0000	355
25	10	10m	542.0000	283
25	10	10m	543.0000	322
25	10	10m	544.0000	314
25	10	10m	545.0000	358
25	10	10m	546.0000	349
25	10	10m	547.0000	264
25	10	10m	548.0000	329
25	10	10m	549.0000	323
25	10	10m	550.0000	324
25	10	10m	551.0000	378
25	10	10m	552.0000	394
25	10	10m	553.0000	355
25	10	10m	554.0000	373
25	10	10m	555.0000	336
25	10	10m	556.0000	381
25	10	10m	557.0000	413
25	10	10m	558.0000	414
25	10	10m	559.0000	455
25	10	10m	560.0000	443
25	10	10m	561.0000	478
25	10	10m	562.0000	522
25	10	10m	563.0000	434
25	10	10m	564.0000	433
25	10	10m	565.0000	496
25	10	10m	566.0000	609
25	10	10m	567.0000	509
25	10	10m	568.0000	571
25	10	10m	569.0000	535
25	10	10m	570.0000	589
25	10	10m	571.0000	624
25	10	10m	572.0000	566
25	10	10m	573.0000	605
25	10	10m	574.0000	642
25	10	10m	575.0000	600
25	10	10m	576.0000	729
25	10	10m	577.0000	595
25	10	10m	578.0000	676
25	10	10m	579.0000	793
25	10	10m	580.0000	632
25	10	10m	581.0000	660
25	10	10m	582.0000	742
25	10	10m	583.0000	713
25	10	10m	584.0000	640
25	10	10m	585.0000	667
25	10	10m	586.0000	764
25	10	10m	587.0000	788
25	10	10m	588.0000	862
25	10	10m	589.0000	825
25	10	10m	590.0000	815
25	10	10m	591.0000	857
25	10	10m	592.0000	822
25	10	10m	593.0000	890
25	10	10m	594.0000	909
25	10	10m	595.0000	968
25	10	10m	596.0000	943
25	10	10m	597.0000	936
25	10	10m	598.0000	995
25	10	10m	599.0000	902
25	10	10m	600.0000	1007
25	10	10m	601.0000	869
25	10	10m	602.0000	1111
25	10	10m	603.0000	1031
25	10	10m	604.0000	1051
25	10	10m	605.0000	1062
25	10	10m	606.0000	1027
25	10	10m	607.0000	992
25	10	10m	608.0000	1075
25	10	10m	609.0000	1146
25	10	10m	610.0000	1047
25	10	10m	611.0000	1158
25	10	10m	612.0000	1203
25	10	10m	613.0000	1209
25	10	10m	614.0000	1096
25	10	10m	615.0000	1170
25	10	10m	616.0000	1154
25	10	10m	617.0000	1249
25	10	10m	618.0000	1187
25	10	10m	619.0000	1142
25	10	10m	620.0000	1208
25	10	10m	621.0000	1128
25	10	10m	622.0000	1109
25	10	10m	623.0000	1119
25	10	10m	624.0000	1181
25	10	10m	625.0000	1140
25	10	10m	626.0000	1248
25	10	10m	627.0000	1181
25	10	10m	628.0000	1240
25	10	10m	629.0000	1126
25	10	10m	630.0000	1142
25	10	10m	631.0000	1133
25	10	10m	632.0000	1266
25	10	10m	633.0000	1153
25	10	10m	634.0000	1110
25	10	10m	635.0000	1194
25	10	10m	636.0000	1251
25	10	10m	637.0000	1136
25	10	10m	638.0000	1076
25	10	10m	639.0000	1109
25	10	10m	640.0000	1215
25	10	10m	641.0000	1183
25	10	10m	642.0000	1156
25	10	10m	643.0000	1152
25	10	10m	644.0000	1087
25	10	10m	645.0000	1178
25	10	10m	646.0000	1089
25	10	10m	647.0000	1093
25	10	10m	648.0000	1042
25	10	10m	649.0000	1092
25	10	10m	650.0000	1001
25	10	10m	651.0000	1027
25	10	10m	652.0000	1065
25	10	10m	653.0000	1142
25	10	10m	654.0000	1199
25	10	10m	655.0000	1019
25	10	10m	656.0000	1047
25	10	10m	657.0000	984
25	10	10m	658.0000	998
25	10	10m	659.0000	952
25	10	10m	660.0000	1016
25	10	10m	661.0000	1009
25	10	10m	662.0000	892
25	10	10m	663.0000	887
25	10	10m	664.0000	923
25	10	10m	665.0000	978
25	10	10m	666.0000	981
25	10	10m	667.0000	937
25	10	10m	668.0000	841
25	10	10m	669.0000	839
25	10	10m	670.0000	727
25	10	10m	671.0000	906
25	10	10m	672.0000	720
25	10	10m	673.0000	695
25	10	10m	674.0000	723
25	10	10m	675.0000	732
25	10	10m	676.0000	690
25	10	10m	677.0000	751
25	10	10m	678.0000	797
25	10	10m	679.0000	675
25	10	10m	680.0000	668
25	10	10m	681.0000	649
25	10	10m	682.0000	632
25	10	10m	683.0000	699
25	10	10m	684.0000	633
25	10	10m	685.0000	567
25	10	10m	686.0000	596
25	10	10m	687.0000	656
25	10	10m	688.0000	609
25	10	10m	689.0000	669
25	10	10m	690.0000	597
25	10	10m	691.0000	583
25	10	10m	692.0000	631
25	10	10m	693.0000	516
25	10	10m	694.0000	525
25	10	10m	695.0000	589
25	10	10m	696.0000	463
25	10	10m	697.0000	495
25	10	10m	698.0000	520
25	10	10m	699.0000	582
25	10	10m	700.0000	516
25	10	10m	701.0000	487
25	10	10m	702.0000	565
25	10	10m	703.0000	452
25	10	10m	704.0000	439
25	10	10m	705.0000	460
25	10	10m	706.0000	423
25	10	10m	707.0000	409
25	10	10m	708.0000	417
25	10	10m	709.0000	363
25	10	10m	710.0000	388
25	10	10m	711.0000	442
25	10	10m	712.0000	422
25	10	10m	713.0000	381
25	10	10m	714.0000	343
25	10	10m	715.0000	395
25	10	10m	716.0000	336
25	10	10m	717.0000	329
25	10	10m	718.0000	346
25	10	10m	719.0000	328
25	10	10m	720.0000	324
25	10	10m	721.0000	297
25	10	10m	722.0000	275
25	10	10m	723.0000	293
25	10	10m	724.0000	247
25	10	10m	725.0000	275
25	10	10m	726.0000	265
25	10	10m	727.0000	317
25	10	10m	728.0000	234
25	10	10m	729.0000	298
25	10	10m	730.0000	248
25	10	10m	731.0000	218
25	10	10m	732.0000	192
25	10	10m	733.0000	225
25	10	10m	734.0000	188
25	10	10m	735.0000	204
25	10	10m	736.0000	234
25	10	10m	737.0000	177
25	10	10m	738.0000	181
25	10	10m	739.0000	191
25	10	10m	740.0000	196
25	10	10m	741.0000	141
25	10	10m	742.0000	212
25	10	10m	743.0000	191
25	10	10m	744.0000	171
25	10	10m	745.0000	167
25	10	10m	746.0000	176
25	10	10m	747.0000	185
25	10	10m	748.0000	132
25	10	10m	749.0000	156
25	10	10m	750.0000	190
25	10	10m	751.0000	123
25	10	10m	752.0000	122
25	10	10m	753.0000	126
25	10	10m	754.0000	117
25	10	10m	755.0000	129
25	10	10m	756.0000	135
25	10	10m	757.0000	105
25	10	10m	758.0000	152
25	10	10m	759.0000	128
25	10	10m	760.0000	115
25	10	10m	761.0000	141
25	10	10m	762.0000	122
25	10	10m	763.0000	108
25	10	10m	764.0000	111
25	10	10m	765.0000	118
25	10	10m	766.0000	90
25	10	10m	767.0000	133
25	10	10m	768.0000	123
25	10	10m	769.0000	87
25	10	10m	770.0000	93
25	10	10m	771.0000	90
25	10	10m	772.0000	123
25	10	10m	773.0000	108
25	10	10m	774.0000	96
25	10	10m	775.0000	81
25	10	10m	776.0000	78
25	10	10m	777.0000	116
25	10	10m	778.0000	126
25	10	10m	779.0000	113
25	10	10m	780.0000	66
25	10	10m	781.0000	93
25	10	10m	782.0000	80
25	10	10m	783.0000	72
25	10	10m	784.0000	114
25	10	10m	785.0000	102
25	10	10m	786.0000	78
25	10	10m	787.0000	77
25	10	10m	788.0000	102
25	10	10m	789.0000	75
25	10	10m	790.0000	100
25	10	10m	791.0000	99
25	10	10m	792.0000	54
25	10	10m	793.0000	57
25	10	10m	794.0000	63
25	10	10m	795.0000	81
25	10	10m	796.0000	69
25	10	10m	797.0000	60
25	10	10m	798.0000	80
25	10	10m	799.0000	63
25	10	10m	800.0000	61
25	10	3h	440.0000	98
25	10	3h	441.0000	69
25	10	3h	442.0000	78
25	10	3h	443.0000	120
25	10	3h	444.0000	83
25	10	3h	445.0000	117
25	10	3h	446.0000	89
25	10	3h	447.0000	80
25	10	3h	448.0000	102
25	10	3h	449.0000	108
25	10	3h	450.0000	183
25	10	3h	451.0000	174
25	10	3h	452.0000	123
25	10	3h	453.0000	143
25	10	3h	454.0000	144
25	10	3h	455.0000	266
25	10	3h	456.0000	214
25	10	3h	457.0000	242
25	10	3h	458.0000	276
25	10	3h	459.0000	277
25	10	3h	460.0000	370
25	10	3h	461.0000	417
25	10	3h	462.0000	503
25	10	3h	463.0000	534
25	10	3h	464.0000	359
25	10	3h	465.0000	359
25	10	3h	466.0000	260
25	10	3h	467.0000	201
25	10	3h	468.0000	251
25	10	3h	469.0000	156
25	10	3h	470.0000	189
25	10	3h	471.0000	210
25	10	3h	472.0000	208
25	10	3h	473.0000	235
25	10	3h	474.0000	300
25	10	3h	475.0000	262
25	10	3h	476.0000	294
25	10	3h	477.0000	440
25	10	3h	478.0000	472
25	10	3h	479.0000	561
25	10	3h	480.0000	626
25	10	3h	481.0000	675
25	10	3h	482.0000	671
25	10	3h	483.0000	914
25	10	3h	484.0000	999
25	10	3h	485.0000	1153
25	10	3h	486.0000	1306
25	10	3h	487.0000	1416
25	10	3h	488.0000	1643
25	10	3h	489.0000	1948
25	10	3h	490.0000	2061
25	10	3h	491.0000	2535
25	10	3h	492.0000	2827
25	10	3h	493.0000	3337
25	10	3h	494.0000	3947
25	10	3h	495.0000	4797
25	10	3h	496.0000	5678
25	10	3h	497.0000	7149
25	10	3h	498.0000	9201
25	10	3h	499.0000	11669
25	10	3h	500.0000	14880
25	10	3h	501.0000	19527
25	10	3h	502.0000	26263
25	10	3h	503.0000	35097
25	10	3h	504.0000	47179
25	10	3h	505.0000	60481
25	10	3h	506.0000	78150
25	10	3h	507.0000	96309
25	10	3h	508.0000	114401
25	10	3h	509.0000	124780
25	10	3h	510.0000	125721
25	10	3h	511.0000	113861
25	10	3h	512.0000	94316
25	10	3h	513.0000	73497
25	10	3h	514.0000	55056
25	10	3h	515.0000	40645
25	10	3h	516.0000	30453
25	10	3h	517.0000	23154
25	10	3h	518.0000	17574
25	10	3h	519.0000	13796
25	10	3h	520.0000	10559
25	10	3h	521.0000	8393
25	10	3h	522.0000	7119
25	10	3h	523.0000	5435
25	10	3h	524.0000	4586
25	10	3h	525.0000	3915
25	10	3h	526.0000	3129
25	10	3h	527.0000	2637
25	10	3h	528.0000	2282
25	10	3h	529.0000	1921
25	10	3h	530.0000	1684
25	10	3h	531.0000	1669
25	10	3h	532.0000	1522
25	10	3h	533.0000	1417
25	10	3h	534.0000	1362
25	10	3h	535.0000	1290
25	10	3h	536.0000	1302
25	10	3h	537.0000	1380
25	10	3h	538.0000	1456
25	10	3h	539.0000	1248
25	10	3h	540.0000	1450
25	10	3h	541.0000	1220
25	10	3h	542.0000	1390
25	10	3h	543.0000	1293
25	10	3h	544.0000	1308
25	10	3h	545.0000	1281
25	10	3h	546.0000	1268
25	10	3h	547.0000	1345
25	10	3h	548.0000	1342
25	10	3h	549.0000	1314
25	10	3h	550.0000	1274
25	10	3h	551.0000	1223
25	10	3h	552.0000	1362
25	10	3h	553.0000	1367
25	10	3h	554.0000	1320
25	10	3h	555.0000	1458
25	10	3h	556.0000	1482
25	10	3h	557.0000	1377
25	10	3h	558.0000	1367
25	10	3h	559.0000	1433
25	10	3h	560.0000	1490
25	10	3h	561.0000	1517
25	10	3h	562.0000	1620
25	10	3h	563.0000	1571
25	10	3h	564.0000	1641
25	10	3h	565.0000	1618
25	10	3h	566.0000	1702
25	10	3h	567.0000	1670
25	10	3h	568.0000	1802
25	10	3h	569.0000	1783
25	10	3h	570.0000	1768
25	10	3h	571.0000	1800
25	10	3h	572.0000	1961
25	10	3h	573.0000	1959
25	10	3h	574.0000	1831
25	10	3h	575.0000	1941
25	10	3h	576.0000	1907
25	10	3h	577.0000	2005
25	10	3h	578.0000	1997
25	10	3h	579.0000	2039
25	10	3h	580.0000	1996
25	10	3h	581.0000	2103
25	10	3h	582.0000	1972
25	10	3h	583.0000	2070
25	10	3h	584.0000	2334
25	10	3h	585.0000	2105
25	10	3h	586.0000	2104
25	10	3h	587.0000	2454
25	10	3h	588.0000	2228
25	10	3h	589.0000	2347
25	10	3h	590.0000	2376
25	10	3h	591.0000	2331
25	10	3h	592.0000	2472
25	10	3h	593.0000	2359
25	10	3h	594.0000	2428
25	10	3h	595.0000	2387
25	10	3h	596.0000	2463
25	10	3h	597.0000	2507
25	10	3h	598.0000	2366
25	10	3h	599.0000	2609
25	10	3h	600.0000	2354
25	10	3h	601.0000	2438
25	10	3h	602.0000	2472
25	10	3h	603.0000	2478
25	10	3h	604.0000	2671
25	10	3h	605.0000	2649
25	10	3h	606.0000	2689
25	10	3h	607.0000	2566
25	10	3h	608.0000	2666
25	10	3h	609.0000	2509
25	10	3h	610.0000	2573
25	10	3h	611.0000	2585
25	10	3h	612.0000	2509
25	10	3h	613.0000	2523
25	10	3h	614.0000	2710
25	10	3h	615.0000	2693
25	10	3h	616.0000	2575
25	10	3h	617.0000	2638
25	10	3h	618.0000	2670
25	10	3h	619.0000	2561
25	10	3h	620.0000	2460
25	10	3h	621.0000	2724
25	10	3h	622.0000	2561
25	10	3h	623.0000	2874
25	10	3h	624.0000	2485
25	10	3h	625.0000	2422
25	10	3h	626.0000	2578
25	10	3h	627.0000	2519
25	10	3h	628.0000	2494
25	10	3h	629.0000	2472
25	10	3h	630.0000	2321
25	10	3h	631.0000	2488
25	10	3h	632.0000	2440
25	10	3h	633.0000	2484
25	10	3h	634.0000	2447
25	10	3h	635.0000	2470
25	10	3h	636.0000	2191
25	10	3h	637.0000	2265
25	10	3h	638.0000	2369
25	10	3h	639.0000	2271
25	10	3h	640.0000	2149
25	10	3h	641.0000	2185
25	10	3h	642.0000	2179
25	10	3h	643.0000	2155
25	10	3h	644.0000	2278
25	10	3h	645.0000	2162
25	10	3h	646.0000	2152
25	10	3h	647.0000	2036
25	10	3h	648.0000	2202
25	10	3h	649.0000	2063
25	10	3h	650.0000	1975
25	10	3h	651.0000	1952
25	10	3h	652.0000	1979
25	10	3h	653.0000	1803
25	10	3h	654.0000	1900
25	10	3h	655.0000	1834
25	10	3h	656.0000	1929
25	10	3h	657.0000	1775
25	10	3h	658.0000	1709
25	10	3h	659.0000	1646
25	10	3h	660.0000	1662
25	10	3h	661.0000	1775
25	10	3h	662.0000	1734
25	10	3h	663.0000	1660
25	10	3h	664.0000	1686
25	10	3h	665.0000	1470
25	10	3h	666.0000	1550
25	10	3h	667.0000	1488
25	10	3h	668.0000	1379
25	10	3h	669.0000	1474
25	10	3h	670.0000	1443
25	10	3h	671.0000	1441
25	10	3h	672.0000	1171
25	10	3h	673.0000	1367
25	10	3h	674.0000	1325
25	10	3h	675.0000	1312
25	10	3h	676.0000	1233
25	10	3h	677.0000	1276
25	10	3h	678.0000	1119
25	10	3h	679.0000	1165
25	10	3h	680.0000	1206
25	10	3h	681.0000	1200
25	10	3h	682.0000	1104
25	10	3h	683.0000	1063
25	10	3h	684.0000	1060
25	10	3h	685.0000	1031
25	10	3h	686.0000	955
25	10	3h	687.0000	1016
25	10	3h	688.0000	995
25	10	3h	689.0000	948
25	10	3h	690.0000	915
25	10	3h	691.0000	971
25	10	3h	692.0000	896
25	10	3h	693.0000	776
25	10	3h	694.0000	833
25	10	3h	695.0000	934
25	10	3h	696.0000	828
25	10	3h	697.0000	829
25	10	3h	698.0000	820
25	10	3h	699.0000	861
25	10	3h	700.0000	767
25	10	3h	701.0000	850
25	10	3h	702.0000	780
25	10	3h	703.0000	780
25	10	3h	704.0000	685
25	10	3h	705.0000	721
25	10	3h	706.0000	703
25	10	3h	707.0000	706
25	10	3h	708.0000	589
25	10	3h	709.0000	606
25	10	3h	710.0000	594
25	10	3h	711.0000	553
25	10	3h	712.0000	579
25	10	3h	713.0000	480
25	10	3h	714.0000	654
25	10	3h	715.0000	576
25	10	3h	716.0000	559
25	10	3h	717.0000	452
25	10	3h	718.0000	533
25	10	3h	719.0000	481
25	10	3h	720.0000	492
25	10	3h	721.0000	472
25	10	3h	722.0000	439
25	10	3h	723.0000	496
25	10	3h	724.0000	487
25	10	3h	725.0000	404
25	10	3h	726.0000	383
25	10	3h	727.0000	427
25	10	3h	728.0000	413
25	10	3h	729.0000	347
25	10	3h	730.0000	291
25	10	3h	731.0000	386
25	10	3h	732.0000	329
25	10	3h	733.0000	305
25	10	3h	734.0000	286
25	10	3h	735.0000	326
25	10	3h	736.0000	340
25	10	3h	737.0000	361
25	10	3h	738.0000	282
25	10	3h	739.0000	302
25	10	3h	740.0000	312
25	10	3h	741.0000	261
25	10	3h	742.0000	188
25	10	3h	743.0000	279
25	10	3h	744.0000	234
25	10	3h	745.0000	235
25	10	3h	746.0000	265
25	10	3h	747.0000	202
25	10	3h	748.0000	158
25	10	3h	749.0000	209
25	10	3h	750.0000	185
25	10	3h	751.0000	246
25	10	3h	752.0000	242
25	10	3h	753.0000	180
25	10	3h	754.0000	179
25	10	3h	755.0000	174
25	10	3h	756.0000	241
25	10	3h	757.0000	144
25	10	3h	758.0000	180
25	10	3h	759.0000	141
25	10	3h	760.0000	126
25	10	3h	761.0000	160
25	10	3h	762.0000	170
25	10	3h	763.0000	195
25	10	3h	764.0000	177
25	10	3h	765.0000	139
25	10	3h	766.0000	120
25	10	3h	767.0000	131
25	10	3h	768.0000	147
25	10	3h	769.0000	150
25	10	3h	770.0000	147
25	10	3h	771.0000	150
25	10	3h	772.0000	167
25	10	3h	773.0000	143
25	10	3h	774.0000	164
25	10	3h	775.0000	117
25	10	3h	776.0000	89
25	10	3h	777.0000	129
25	10	3h	778.0000	90
25	10	3h	779.0000	125
25	10	3h	780.0000	113
25	10	3h	781.0000	102
25	10	3h	782.0000	115
25	10	3h	783.0000	89
25	10	3h	784.0000	125
25	10	3h	785.0000	101
25	10	3h	786.0000	111
25	10	3h	787.0000	114
25	10	3h	788.0000	123
25	10	3h	789.0000	72
25	10	3h	790.0000	66
25	10	3h	791.0000	87
25	10	3h	792.0000	77
25	10	3h	793.0000	86
25	10	3h	794.0000	111
25	10	3h	795.0000	84
25	10	3h	796.0000	84
25	10	3h	797.0000	99
25	10	3h	798.0000	68
25	10	3h	799.0000	92
25	10	3h	800.0000	64
25	3	1h	440.0000	69
25	3	1h	441.0000	93
25	3	1h	442.0000	104
25	3	1h	443.0000	84
25	3	1h	444.0000	99
25	3	1h	445.0000	111
25	3	1h	446.0000	108
25	3	1h	447.0000	135
25	3	1h	448.0000	145
25	3	1h	449.0000	176
25	3	1h	450.0000	153
25	3	1h	451.0000	149
25	3	1h	452.0000	198
25	3	1h	453.0000	170
25	3	1h	454.0000	201
25	3	1h	455.0000	170
25	3	1h	456.0000	225
25	3	1h	457.0000	254
25	3	1h	458.0000	282
25	3	1h	459.0000	313
25	3	1h	460.0000	438
25	3	1h	461.0000	449
25	3	1h	462.0000	510
25	3	1h	463.0000	398
25	3	1h	464.0000	379
25	3	1h	465.0000	328
25	3	1h	466.0000	259
25	3	1h	467.0000	253
25	3	1h	468.0000	252
25	3	1h	469.0000	210
25	3	1h	470.0000	240
25	3	1h	471.0000	331
25	3	1h	472.0000	296
25	3	1h	473.0000	297
25	3	1h	474.0000	356
25	3	1h	475.0000	396
25	3	1h	476.0000	561
25	3	1h	477.0000	543
25	3	1h	478.0000	684
25	3	1h	479.0000	785
25	3	1h	480.0000	936
25	3	1h	481.0000	983
25	3	1h	482.0000	1104
25	3	1h	483.0000	1193
25	3	1h	484.0000	1396
25	3	1h	485.0000	1708
25	3	1h	486.0000	1775
25	3	1h	487.0000	1923
25	3	1h	488.0000	2272
25	3	1h	489.0000	2676
25	3	1h	490.0000	3144
25	3	1h	491.0000	3250
25	3	1h	492.0000	3876
25	3	1h	493.0000	4768
25	3	1h	494.0000	5698
25	3	1h	495.0000	6629
25	3	1h	496.0000	8192
25	3	1h	497.0000	10485
25	3	1h	498.0000	13288
25	3	1h	499.0000	16564
25	3	1h	500.0000	22145
25	3	1h	501.0000	29033
25	3	1h	502.0000	38101
25	3	1h	503.0000	50143
25	3	1h	504.0000	69268
25	3	1h	505.0000	88631
25	3	1h	506.0000	115086
25	3	1h	507.0000	141685
25	3	1h	508.0000	165000
25	3	1h	509.0000	177637
25	3	1h	510.0000	177974
25	3	1h	511.0000	159271
25	3	1h	512.0000	131514
25	3	1h	513.0000	101709
25	3	1h	514.0000	74917
25	3	1h	515.0000	55785
25	3	1h	516.0000	41055
25	3	1h	517.0000	30698
25	3	1h	518.0000	24005
25	3	1h	519.0000	18939
25	3	1h	520.0000	14526
25	3	1h	521.0000	12067
25	3	1h	522.0000	9365
25	3	1h	523.0000	7620
25	3	1h	524.0000	6286
25	3	1h	525.0000	4980
25	3	1h	526.0000	4145
25	3	1h	527.0000	3409
25	3	1h	528.0000	2963
25	3	1h	529.0000	2330
25	3	1h	530.0000	2418
25	3	1h	531.0000	2086
25	3	1h	532.0000	1805
25	3	1h	533.0000	1728
25	3	1h	534.0000	1671
25	3	1h	535.0000	1565
25	3	1h	536.0000	1468
25	3	1h	537.0000	1574
25	3	1h	538.0000	1559
25	3	1h	539.0000	1529
25	3	1h	540.0000	1428
25	3	1h	541.0000	1562
25	3	1h	542.0000	1532
25	3	1h	543.0000	1450
25	3	1h	544.0000	1345
25	3	1h	545.0000	1354
25	3	1h	546.0000	1249
25	3	1h	547.0000	1259
25	3	1h	548.0000	1189
25	3	1h	549.0000	1145
25	3	1h	550.0000	1220
25	3	1h	551.0000	1152
25	3	1h	552.0000	1126
25	3	1h	553.0000	1088
25	3	1h	554.0000	1132
25	3	1h	555.0000	1106
25	3	1h	556.0000	1157
25	3	1h	557.0000	1049
25	3	1h	558.0000	1158
25	3	1h	559.0000	1033
25	3	1h	560.0000	1087
25	3	1h	561.0000	1070
25	3	1h	562.0000	1123
25	3	1h	563.0000	1117
25	3	1h	564.0000	1167
25	3	1h	565.0000	1109
25	3	1h	566.0000	1195
25	3	1h	567.0000	1144
25	3	1h	568.0000	1167
25	3	1h	569.0000	1179
25	3	1h	570.0000	1037
25	3	1h	571.0000	1258
25	3	1h	572.0000	1208
25	3	1h	573.0000	1275
25	3	1h	574.0000	1218
25	3	1h	575.0000	1236
25	3	1h	576.0000	1322
25	3	1h	577.0000	1281
25	3	1h	578.0000	1236
25	3	1h	579.0000	1260
25	3	1h	580.0000	1251
25	3	1h	581.0000	1185
25	3	1h	582.0000	1307
25	3	1h	583.0000	1442
25	3	1h	584.0000	1294
25	3	1h	585.0000	1421
25	3	1h	586.0000	1308
25	3	1h	587.0000	1422
25	3	1h	588.0000	1387
25	3	1h	589.0000	1449
25	3	1h	590.0000	1315
25	3	1h	591.0000	1476
25	3	1h	592.0000	1401
25	3	1h	593.0000	1347
25	3	1h	594.0000	1424
25	3	1h	595.0000	1323
25	3	1h	596.0000	1473
25	3	1h	597.0000	1482
25	3	1h	598.0000	1519
25	3	1h	599.0000	1428
25	3	1h	600.0000	1564
25	3	1h	601.0000	1636
25	3	1h	602.0000	1541
25	3	1h	603.0000	1576
25	3	1h	604.0000	1483
25	3	1h	605.0000	1634
25	3	1h	606.0000	1644
25	3	1h	607.0000	1709
25	3	1h	608.0000	1480
25	3	1h	609.0000	1580
25	3	1h	610.0000	1545
25	3	1h	611.0000	1546
25	3	1h	612.0000	1524
25	3	1h	613.0000	1634
25	3	1h	614.0000	1525
25	3	1h	615.0000	1531
25	3	1h	616.0000	1612
25	3	1h	617.0000	1635
25	3	1h	618.0000	1591
25	3	1h	619.0000	1520
25	3	1h	620.0000	1455
25	3	1h	621.0000	1469
25	3	1h	622.0000	1410
25	3	1h	623.0000	1628
25	3	1h	624.0000	1594
25	3	1h	625.0000	1509
25	3	1h	626.0000	1552
25	3	1h	627.0000	1434
25	3	1h	628.0000	1391
25	3	1h	629.0000	1531
25	3	1h	630.0000	1398
25	3	1h	631.0000	1440
25	3	1h	632.0000	1419
25	3	1h	633.0000	1494
25	3	1h	634.0000	1503
25	3	1h	635.0000	1407
25	3	1h	636.0000	1423
25	3	1h	637.0000	1408
25	3	1h	638.0000	1527
25	3	1h	639.0000	1505
25	3	1h	640.0000	1426
25	3	1h	641.0000	1460
25	3	1h	642.0000	1375
25	3	1h	643.0000	1189
25	3	1h	644.0000	1384
25	3	1h	645.0000	1433
25	3	1h	646.0000	1247
25	3	1h	647.0000	1103
25	3	1h	648.0000	1186
25	3	1h	649.0000	1203
25	3	1h	650.0000	1128
25	3	1h	651.0000	1202
25	3	1h	652.0000	1220
25	3	1h	653.0000	1169
25	3	1h	654.0000	1219
25	3	1h	655.0000	1099
25	3	1h	656.0000	1270
25	3	1h	657.0000	1112
25	3	1h	658.0000	1164
25	3	1h	659.0000	1127
25	3	1h	660.0000	1025
25	3	1h	661.0000	1061
25	3	1h	662.0000	1006
25	3	1h	663.0000	939
25	3	1h	664.0000	1010
25	3	1h	665.0000	943
25	3	1h	666.0000	1053
25	3	1h	667.0000	921
25	3	1h	668.0000	946
25	3	1h	669.0000	977
25	3	1h	670.0000	857
25	3	1h	671.0000	881
25	3	1h	672.0000	835
25	3	1h	673.0000	791
25	3	1h	674.0000	819
25	3	1h	675.0000	761
25	3	1h	676.0000	713
25	3	1h	677.0000	683
25	3	1h	678.0000	654
25	3	1h	679.0000	649
25	3	1h	680.0000	763
25	3	1h	681.0000	738
25	3	1h	682.0000	675
25	3	1h	683.0000	710
25	3	1h	684.0000	640
25	3	1h	685.0000	657
25	3	1h	686.0000	608
25	3	1h	687.0000	677
25	3	1h	688.0000	619
25	3	1h	689.0000	622
25	3	1h	690.0000	674
25	3	1h	691.0000	599
25	3	1h	692.0000	667
25	3	1h	693.0000	609
25	3	1h	694.0000	633
25	3	1h	695.0000	508
25	3	1h	696.0000	603
25	3	1h	697.0000	503
25	3	1h	698.0000	522
25	3	1h	699.0000	524
25	3	1h	700.0000	548
25	3	1h	701.0000	570
25	3	1h	702.0000	531
25	3	1h	703.0000	501
25	3	1h	704.0000	431
25	3	1h	705.0000	521
25	3	1h	706.0000	460
