  440.0000	             3579
  441.0000	             3720
  442.0000	             3719
  443.0000	             3683
  444.0000	             3639
  445.0000	             3653
  446.0000	             3694
  447.0000	             3793
  448.0000	             3767
  449.0000	             3641
  450.0000	             3519
  451.0000	             3870
  452.0000	             3732
  453.0000	             3770
  454.0000	             3942
  455.0000	             3761
  456.0000	             3708
  457.0000	             3802
  458.0000	             3826
  459.0000	             3888
  460.0000	             4002
  461.0000	             3903
  462.0000	             3951
  463.0000	             3938
  464.0000	             3919
  465.0000	             3933
  466.0000	             3928
  467.0000	             3971
  468.0000	             3756
  469.0000	             3766
  470.0000	             3756
  471.0000	             3456
  472.0000	             3592
  473.0000	             3989
  474.0000	             3863
  475.0000	             3730
  476.0000	             4015
  477.0000	             3991
  478.0000	             3952
  479.0000	             3871
  480.0000	             3953
  481.0000	             3999
  482.0000	             4176
  483.0000	             4246
  484.0000	             4326
  485.0000	             4423
  486.0000	             4419
  487.0000	             4570
  488.0000	             4647
  489.0000	             5265
  490.0000	             5395
  491.0000	             5377
  492.0000	             5619
  493.0000	             6501
  494.0000	             7182
  495.0000	             8000
  496.0000	             9264
  497.0000	            10945
  498.0000	            13221
  499.0000	            16315
  500.0000	            20951
  501.0000	            27191
  502.0000	            33726
  503.0000	            43041
  504.0000	            53731
  505.0000	            63675
  506.0000	            74438
  507.0000	            81185
  508.0000	            82581
  509.0000	            78401
  510.0000	            69051
  511.0000	            56645
  512.0000	            44427
  513.0000	            34560
  514.0000	            26334
  515.0000	            21386
  516.0000	            17014
  517.0000	            13899
  518.0000	            12136
  519.0000	            10063
  520.0000	             8965
  521.0000	             8254
  522.0000	             7479
  523.0000	             6873
  524.0000	             6856
  525.0000	             6204
  526.0000	             5816
  527.0000	             5502
  528.0000	             5477
  529.0000	             5271
  530.0000	             5499
  531.0000	             5315
  532.0000	             5402
  533.0000	             5430
  534.0000	             5127
  535.0000	             5328
  536.0000	             5400
  537.0000	             5367
  538.0000	             5267
  539.0000	             5190
  540.0000	             5440
  541.0000	             5723
  542.0000	             5534
  543.0000	             5461
  544.0000	             5786
  545.0000	             5356
  546.0000	             5766
  547.0000	             5703
  548.0000	             5850
  549.0000	             5643
  550.0000	             6124
  551.0000	             5770
  552.0000	             5788
  553.0000	             6179
  554.0000	             5829
  555.0000	             5806
  556.0000	             6183
  557.0000	             6242
  558.0000	             6386
  559.0000	             6289
  560.0000	             6570
  561.0000	             6624
  562.0000	             6896
  563.0000	             6524
  564.0000	             6559
  565.0000	             6781
  566.0000	             7236
  567.0000	             6942
  568.0000	             7329
  569.0000	             7421
  570.0000	             7148
  571.0000	             7640
  572.0000	             7692
  573.0000	             7610
  574.0000	             7628
  575.0000	             7889
  576.0000	             8038
  577.0000	             7684
  578.0000	             7819
  579.0000	             8044
  580.0000	             7969
  581.0000	             8055
  582.0000	             8102
  583.0000	             8413
  584.0000	             8431
  585.0000	             8606
  586.0000	             8858
  587.0000	             8905
  588.0000	             8936
  589.0000	             9016
  590.0000	             9167
  591.0000	             9227
  592.0000	             8996
  593.0000	             9506
  594.0000	             9491
  595.0000	             9367
  596.0000	             9440
  597.0000	            10025
  598.0000	             9730
  599.0000	             9739
  600.0000	             9851
  601.0000	             9668
  602.0000	             9899
  603.0000	            10024
  604.0000	             9887
  605.0000	            10171
  606.0000	            10505
  607.0000	            10305
  608.0000	            10253
  609.0000	             9955
  610.0000	            10186
  611.0000	            10666
  612.0000	            10397
  613.0000	            10848
  614.0000	            10370
  615.0000	            10755
  616.0000	            10861
  617.0000	            10537
  618.0000	            10467
  619.0000	            10712
  620.0000	            10580
  621.0000	            10202
  622.0000	            10824
  623.0000	            10737
  624.0000	            10447
  625.0000	            10706
  626.0000	            10542
  627.0000	            11052
  628.0000	            10605
  629.0000	            10401
  630.0000	            10821
  631.0000	            10320
  632.0000	            10340
  633.0000	            10339
  634.0000	            10548
  635.0000	            10129
  636.0000	            10411
  637.0000	            10582
  638.0000	            10315
  639.0000	            10023
  640.0000	            10076
  641.0000	             9901
  642.0000	             9670
  643.0000	            10053
  644.0000	             9588
  645.0000	            10041
  646.0000	             9569
  647.0000	             9621
  648.0000	             9676
  649.0000	             9555
  650.0000	             9359
  651.0000	             9134
  652.0000	             9374
  653.0000	             9328
  654.0000	             9415
  655.0000	             9047
  656.0000	             8945
  657.0000	             9027
  658.0000	             9114
  659.0000	             9310
  660.0000	             8922
  661.0000	             8966
  662.0000	             8785
  663.0000	             8684
  664.0000	             8383
  665.0000	             8539
  666.0000	             8664
  667.0000	             8464
  668.0000	             8583
  669.0000	             8421
  670.0000	             8040
  671.0000	             7677
  672.0000	             7650
  673.0000	             7542
  674.0000	             7753
  675.0000	             7369
  676.0000	             7752
  677.0000	             7471
  678.0000	             7370
  679.0000	             7023
  680.0000	             6867
  681.0000	             7230
  682.0000	             7043
  683.0000	             6691
  684.0000	             6575
  685.0000	             6609
  686.0000	             6538
  687.0000	             6538
  688.0000	             6804
  689.0000	             6350
  690.0000	             6696
  691.0000	             6262
  692.0000	             6562
  693.0000	             6183
  694.0000	             6336
  695.0000	             6152
  696.0000	             6246
  697.0000	             6106
  698.0000	             5922
  699.0000	             5827
  700.0000	             6111
  701.0000	             6000
  702.0000	             5695
